FECHA CORTE,DEPTORESIDENCIA,CANTIDAD CREDITOS AL DIA,CANTIDAD CREDITOS CON MORA MENOR A 90 DIAS,CANTIDAD CREDITOS MORA MAYOR A 90 DIAS,TOTAL CREDITOS,SALDO CAPITAL,SALDO TOTAL,SALDO MORA,INDICADOR CARTERA VENCIDA,EPOCA CARTERA
12/31/2022 12:00:00 AM,PUTUMAYO,888,81,34,1003,"$ 17,523,004,533","$ 20,054,239,438","$ 59,894,364",0.0566,ESTUDIOS
12/31/2022 12:00:00 AM,GUAINIA,14,1,0,15,"$ 279,408,872","$ 317,519,375","$ 1,594,949",0.0553,ESTUDIOS
12/31/2022 12:00:00 AM,SUCRE,15402,632,564,16598,"$ 302,726,659,434","$ 333,726,944,636","$ 749,915,942",0.0497,ESTUDIOS
12/31/2022 12:00:00 AM,EXTRANJERO,56,0,0,56,"$ 5,784,698,736","$ 6,643,532,854",$ 0,0,ESTUDIOS
12/31/2022 12:00:00 AM,EXTRANJERO,18,0,0,18,"$ 1,094,946,383","$ 1,107,408,519",$ 0,0,AMORTIZACION
12/31/2022 12:00:00 AM,VAUPES,2,3,1,6,"$ 100,623,760","$ 102,423,397","$ 3,998,745",0.562,AMORTIZACION
12/31/2022 12:00:00 AM,SUCRE,4389,1900,953,7242,"$ 84,571,546,568","$ 87,174,533,805","$ 2,620,904,901",0.2744,AMORTIZACION
12/31/2022 12:00:00 AM,LA GUAJIRA,954,442,166,1562,"$ 30,598,437,794","$ 33,408,332,120","$ 748,369,480",0.2657,AMORTIZACION
12/31/2022 12:00:00 AM,CORDOBA,5306,2003,967,8276,"$ 120,593,203,525","$ 124,691,967,080","$ 2,824,092,069",0.2317,AMORTIZACION
12/31/2022 12:00:00 AM,ARAUCA,978,369,113,1460,"$ 16,048,327,427","$ 16,574,481,518","$ 323,921,237",0.2124,AMORTIZACION
12/31/2022 12:00:00 AM,MAGDALENA,1808,686,248,2742,"$ 43,705,523,297","$ 45,871,857,017","$ 915,276,401",0.2087,AMORTIZACION
12/31/2022 12:00:00 AM,PUTUMAYO,1259,544,138,1941,"$ 20,875,702,122","$ 21,936,842,337","$ 412,080,931",0.2048,AMORTIZACION
12/31/2022 12:00:00 AM,CASANARE,1546,540,197,2283,"$ 28,182,355,750","$ 29,476,610,719","$ 614,211,088",0.2021,AMORTIZACION
12/31/2022 12:00:00 AM,ATLANTICO,11533,3967,1538,17038,"$ 338,655,916,053","$ 349,675,192,056","$ 6,618,945,430",0.1945,AMORTIZACION
12/31/2022 12:00:00 AM,CESAR,1332,525,182,2039,"$ 32,773,383,349","$ 34,969,463,667","$ 660,703,195",0.1795,AMORTIZACION
12/31/2022 12:00:00 AM,META,2406,815,259,3480,"$ 48,282,319,887","$ 49,614,090,378","$ 907,303,002",0.1704,AMORTIZACION
12/31/2022 12:00:00 AM,NORTE DE SANTANDER,3329,1050,316,4695,"$ 61,090,555,134","$ 62,922,188,079","$ 1,055,979,000",0.1656,AMORTIZACION
12/31/2022 12:00:00 AM,AMAZONAS,117,46,10,173,"$ 2,898,787,678","$ 3,112,015,373","$ 37,987,260",0.1605,AMORTIZACION
12/31/2022 12:00:00 AM,GUAINIA,34,27,3,64,"$ 808,557,519","$ 852,277,800","$ 16,450,341",0.1425,AMORTIZACION
12/31/2022 12:00:00 AM,CAUCA,3138,979,289,4406,"$ 49,285,640,768","$ 51,081,005,644","$ 811,689,252",0.141,AMORTIZACION
12/31/2022 12:00:00 AM,GUAVIARE,227,71,13,311,"$ 2,978,235,331","$ 3,039,394,127","$ 47,936,979",0.1396,AMORTIZACION
12/31/2022 12:00:00 AM,VICHADA,30,4,5,39,"$ 579,127,209","$ 601,763,567","$ 19,540,821",0.1396,AMORTIZACION
12/31/2022 12:00:00 AM,HUILA,2450,694,196,3340,"$ 42,129,791,663","$ 44,788,084,970","$ 634,084,874",0.1395,AMORTIZACION
12/31/2022 12:00:00 AM,BOYACA,3879,1093,246,5218,"$ 86,644,547,622","$ 89,493,222,047","$ 1,157,115,959",0.1375,AMORTIZACION
12/31/2022 12:00:00 AM,CAQUETA,867,276,75,1218,"$ 10,573,352,896","$ 10,837,291,418","$ 176,548,678",0.1333,AMORTIZACION
12/31/2022 12:00:00 AM,TOLIMA,3753,988,264,5005,"$ 63,252,476,844","$ 64,988,306,346","$ 877,309,179",0.1292,AMORTIZACION
12/31/2022 12:00:00 AM,RISARALDA,3215,845,239,4299,"$ 54,953,830,882","$ 56,746,625,938","$ 783,036,457",0.1269,AMORTIZACION
12/31/2022 12:00:00 AM,SANTANDER,8197,2371,568,11136,"$ 173,374,792,186","$ 180,201,856,535","$ 2,397,980,583",0.1242,AMORTIZACION
12/31/2022 12:00:00 AM,ANTIOQUIA,10581,2797,740,14118,"$ 233,944,864,497","$ 240,468,567,908","$ 2,931,491,268",0.12,AMORTIZACION
12/31/2022 12:00:00 AM,VALLE DEL CAUCA,12829,3173,886,16888,"$ 345,337,030,708","$ 354,636,422,372","$ 4,373,664,507",0.1197,AMORTIZACION
12/31/2022 12:00:00 AM,NARINO,4445,1176,248,5869,"$ 69,883,779,275","$ 71,687,478,243","$ 869,333,206",0.1164,AMORTIZACION
12/31/2022 12:00:00 AM,QUINDIO,2000,519,126,2645,"$ 34,600,887,743","$ 35,534,687,914","$ 428,843,932",0.1151,AMORTIZACION
12/31/2022 12:00:00 AM,CALDAS,2990,720,199,3909,"$ 58,633,761,345","$ 60,255,595,921","$ 705,069,376",0.1124,AMORTIZACION
12/31/2022 12:00:00 AM,CHOCO,106,47,14,167,"$ 2,001,965,909","$ 2,060,724,218","$ 40,175,771",0.1117,AMORTIZACION
12/31/2022 12:00:00 AM,CUNDINAMARCA,8366,1917,497,10780,"$ 207,995,901,198","$ 217,765,493,587","$ 2,357,355,233",0.105,AMORTIZACION
12/31/2022 12:00:00 AM,DISTRITO CAPITAL,37418,7900,1931,47249,"$ 1,027,040,567,692","$ 1,058,204,173,334","$ 11,137,116,054",0.0976,AMORTIZACION
12/31/2022 12:00:00 AM,SAN ANDRES,119,30,20,169,"$ 3,883,638,958","$ 4,520,014,306","$ 47,910,002",0.1895,ESTUDIOS
12/31/2022 12:00:00 AM,SAN ANDRES,121,52,25,198,"$ 3,415,398,945","$ 4,225,695,661","$ 67,869,868",0.1631,AMORTIZACION
12/31/2022 12:00:00 AM,BOLIVAR,11375,788,588,12751,"$ 261,963,331,324","$ 293,197,526,802","$ 1,184,867,413",0.0782,ESTUDIOS
12/31/2022 12:00:00 AM,BOLIVAR,5637,2347,873,8857,"$ 113,472,588,345","$ 119,618,180,496","$ 2,733,144,234",0.2115,AMORTIZACION
12/31/2022 12:00:00 AM,VAUPES,17,0,0,17,"$ 221,832,056","$ 248,711,446",$ 0,0,ESTUDIOS
03/31/2023 12:00:00 AM,EXTRANJERO,57,0,0,57,"$ 6,147,443,617","$ 7,199,515,155",$ 0,0,ESTUDIOS
03/31/2023 12:00:00 AM,AMAZONAS,83,13,4,100,"$ 2,660,462,739","$ 3,120,436,988","$ 30,868,054",0.1862,ESTUDIOS
03/31/2023 12:00:00 AM,VICHADA,38,8,3,49,"$ 822,487,710","$ 923,824,276","$ 6,790,464",0.1507,ESTUDIOS
03/31/2023 12:00:00 AM,ARAUCA,757,128,68,953,"$ 19,563,695,589","$ 22,545,155,355","$ 135,367,324",0.1339,ESTUDIOS
03/31/2023 12:00:00 AM,CASANARE,1619,262,115,1996,"$ 42,537,231,678","$ 49,974,974,551","$ 287,114,536",0.1328,ESTUDIOS
03/31/2023 12:00:00 AM,ATLANTICO,19031,3396,1329,23756,"$ 623,758,466,314","$ 710,901,416,120","$ 4,704,839,538",0.1326,ESTUDIOS
03/31/2023 12:00:00 AM,BOYACA,3536,701,260,4497,"$ 115,953,036,687","$ 138,627,948,423","$ 934,504,414",0.1298,ESTUDIOS
03/31/2023 12:00:00 AM,CHOCO,307,70,20,397,"$ 8,944,798,733","$ 9,988,612,302","$ 47,679,754",0.1194,ESTUDIOS
03/31/2023 12:00:00 AM,SANTANDER,6691,1097,404,8192,"$ 207,380,138,026","$ 244,426,889,165","$ 1,474,744,978",0.1117,ESTUDIOS
03/31/2023 12:00:00 AM,META,2777,403,166,3346,"$ 80,544,381,203","$ 92,805,116,079","$ 539,473,051",0.1107,ESTUDIOS
03/31/2023 12:00:00 AM,MAGDALENA,4735,619,228,5582,"$ 127,025,408,509","$ 142,950,049,434","$ 818,185,096",0.1033,ESTUDIOS
03/31/2023 12:00:00 AM,LA GUAJIRA,3149,560,181,3890,"$ 115,239,652,336","$ 128,990,375,073","$ 548,394,671",0.1026,ESTUDIOS
03/31/2023 12:00:00 AM,NORTE DE SANTANDER,2697,398,179,3274,"$ 85,968,462,111","$ 99,350,177,930","$ 502,662,442",0.1006,ESTUDIOS
03/31/2023 12:00:00 AM,DISTRITO CAPITAL,34211,4939,1715,40865,"$ 1,232,615,504,879","$ 1,486,178,578,160","$ 8,361,289,867",0.097,ESTUDIOS
03/31/2023 12:00:00 AM,GUAVIARE,258,43,8,309,"$ 6,151,571,342","$ 6,976,833,287","$ 27,241,455",0.0963,ESTUDIOS
03/31/2023 12:00:00 AM,TOLIMA,2738,388,135,3261,"$ 75,074,304,549","$ 88,239,579,533","$ 418,167,772",0.0963,ESTUDIOS
03/31/2023 12:00:00 AM,RISARALDA,1961,255,113,2329,"$ 49,978,757,857","$ 59,096,949,274","$ 375,056,091",0.095,ESTUDIOS
03/31/2023 12:00:00 AM,CALDAS,1880,302,90,2272,"$ 50,624,071,905","$ 60,388,078,908","$ 323,637,178",0.0949,ESTUDIOS
03/31/2023 12:00:00 AM,CUNDINAMARCA,10323,1132,431,11886,"$ 289,503,620,261","$ 344,586,715,782","$ 1,829,451,702",0.0884,ESTUDIOS
03/31/2023 12:00:00 AM,QUINDIO,1300,165,59,1524,"$ 32,487,422,755","$ 39,218,411,138","$ 171,141,301",0.0864,ESTUDIOS
03/31/2023 12:00:00 AM,VALLE DEL CAUCA,12409,1878,581,14868,"$ 419,269,932,417","$ 502,661,536,018","$ 2,553,643,317",0.0863,ESTUDIOS
03/31/2023 12:00:00 AM,ANTIOQUIA,10814,1390,440,12644,"$ 289,370,776,081","$ 354,337,632,838","$ 1,649,939,858",0.0849,ESTUDIOS
03/31/2023 12:00:00 AM,CAQUETA,538,64,17,619,"$ 13,899,447,146","$ 15,860,389,546","$ 68,414,785",0.0828,ESTUDIOS
03/31/2023 12:00:00 AM,HUILA,2207,284,80,2571,"$ 58,912,188,536","$ 68,460,970,755","$ 310,402,782",0.0828,ESTUDIOS
03/31/2023 12:00:00 AM,CESAR,4567,599,160,5326,"$ 128,042,216,698","$ 143,082,149,747","$ 559,867,605",0.0809,ESTUDIOS
03/31/2023 12:00:00 AM,BOLIVAR,12574,1102,504,14180,"$ 311,168,161,570","$ 350,567,965,839","$ 1,475,266,300",0.0798,ESTUDIOS
03/31/2023 12:00:00 AM,CAUCA,1889,216,73,2178,"$ 46,887,034,359","$ 53,837,043,113","$ 216,516,108",0.0681,ESTUDIOS
03/31/2023 12:00:00 AM,PUTUMAYO,940,91,34,1065,"$ 20,288,591,334","$ 23,077,363,967","$ 74,321,529",0.0604,ESTUDIOS
03/31/2023 12:00:00 AM,NARINO,5367,576,150,6093,"$ 123,291,645,008","$ 140,287,436,705","$ 423,014,450",0.0563,ESTUDIOS
03/31/2023 12:00:00 AM,CORDOBA,18617,1222,541,20380,"$ 431,001,743,518","$ 479,649,929,334","$ 1,324,980,526",0.0558,ESTUDIOS
03/31/2023 12:00:00 AM,SUCRE,16437,765,506,17708,"$ 354,213,900,705","$ 394,336,381,175","$ 896,127,032",0.047,ESTUDIOS
03/31/2023 12:00:00 AM,GUAINIA,17,1,1,19,"$ 380,190,729","$ 431,217,473","$ 4,421,898",0.0407,ESTUDIOS
03/31/2023 12:00:00 AM,EXTRANJERO,17,1,0,18,"$ 973,244,512","$ 986,298,801","$ 248,531",0,AMORTIZACION
03/31/2023 12:00:00 AM,VAUPES,2,2,1,5,"$ 84,366,328","$ 87,628,844","$ 5,339,960",0.9915,AMORTIZACION
03/31/2023 12:00:00 AM,VICHADA,22,9,8,39,"$ 592,556,164","$ 624,669,253","$ 33,214,942",0.3662,AMORTIZACION
03/31/2023 12:00:00 AM,GUAINIA,31,19,12,62,"$ 789,185,401","$ 847,248,867","$ 26,320,232",0.2931,AMORTIZACION
03/31/2023 12:00:00 AM,LA GUAJIRA,883,411,286,1580,"$ 31,382,702,177","$ 34,998,014,415","$ 1,132,470,338",0.2922,AMORTIZACION
03/31/2023 12:00:00 AM,SUCRE,3949,2011,1325,7285,"$ 84,894,920,794","$ 88,953,922,145","$ 3,574,389,258",0.2906,AMORTIZACION
03/31/2023 12:00:00 AM,BOLIVAR,5088,2345,1338,8771,"$ 112,462,416,164","$ 119,982,917,287","$ 3,932,603,110",0.2552,AMORTIZACION
03/31/2023 12:00:00 AM,CORDOBA,4863,2181,1304,8348,"$ 119,990,116,320","$ 125,868,319,805","$ 3,861,061,292",0.2496,AMORTIZACION
03/31/2023 12:00:00 AM,MAGDALENA,1644,760,376,2780,"$ 44,017,194,682","$ 46,802,384,872","$ 1,358,039,361",0.2423,AMORTIZACION
03/31/2023 12:00:00 AM,AMAZONAS,90,56,23,169,"$ 2,845,418,109","$ 3,084,556,160","$ 66,546,252",0.2398,AMORTIZACION
03/31/2023 12:00:00 AM,CHOCO,93,59,24,176,"$ 2,127,678,141","$ 2,276,605,427","$ 76,766,663",0.2376,AMORTIZACION
03/31/2023 12:00:00 AM,PUTUMAYO,1154,535,241,1930,"$ 20,630,795,685","$ 22,125,471,768","$ 598,285,583",0.2309,AMORTIZACION
03/31/2023 12:00:00 AM,ARAUCA,861,409,168,1438,"$ 15,918,821,717","$ 16,620,843,982","$ 469,000,610",0.2281,AMORTIZACION
03/31/2023 12:00:00 AM,GUAVIARE,199,87,25,311,"$ 2,972,802,667","$ 3,062,167,049","$ 74,562,523",0.2222,AMORTIZACION
03/31/2023 12:00:00 AM,CESAR,1231,543,278,2052,"$ 33,144,693,648","$ 35,671,255,409","$ 968,972,365",0.2142,AMORTIZACION
03/31/2023 12:00:00 AM,ATLANTICO,10668,4242,2099,17009,"$ 341,103,143,852","$ 356,437,293,887","$ 8,971,820,995",0.2079,AMORTIZACION
03/31/2023 12:00:00 AM,CASANARE,1460,597,254,2311,"$ 28,699,562,786","$ 31,165,898,331","$ 834,495,213",0.1939,AMORTIZACION
03/31/2023 12:00:00 AM,CAQUETA,784,292,114,1190,"$ 10,524,962,097","$ 10,876,956,664","$ 251,413,209",0.1932,AMORTIZACION
03/31/2023 12:00:00 AM,META,2235,840,367,3442,"$ 47,726,343,435","$ 49,644,784,144","$ 1,205,399,768",0.1887,AMORTIZACION
03/31/2023 12:00:00 AM,NORTE DE SANTANDER,3090,1138,451,4679,"$ 61,470,691,428","$ 64,583,530,836","$ 1,421,582,500",0.1736,AMORTIZACION
03/31/2023 12:00:00 AM,CAUCA,2915,1078,371,4364,"$ 48,207,176,439","$ 50,762,122,698","$ 1,077,943,069",0.1661,AMORTIZACION
03/31/2023 12:00:00 AM,HUILA,2263,800,266,3329,"$ 42,626,589,097","$ 45,675,792,233","$ 869,945,731",0.1547,AMORTIZACION
03/31/2023 12:00:00 AM,RISARALDA,2995,946,316,4257,"$ 54,398,184,446","$ 57,280,873,266","$ 1,098,691,652",0.1545,AMORTIZACION
03/31/2023 12:00:00 AM,BOYACA,3575,1268,377,5220,"$ 86,576,903,249","$ 91,191,532,652","$ 1,587,348,766",0.1523,AMORTIZACION
03/31/2023 12:00:00 AM,TOLIMA,3433,1173,368,4974,"$ 62,958,569,512","$ 65,333,811,312","$ 1,213,665,015",0.1516,AMORTIZACION
03/31/2023 12:00:00 AM,QUINDIO,1837,592,163,2592,"$ 34,585,031,078","$ 35,820,459,596","$ 618,360,167",0.1511,AMORTIZACION
03/31/2023 12:00:00 AM,SANTANDER,7604,2596,790,10990,"$ 172,262,605,209","$ 181,724,209,793","$ 3,245,834,258",0.1446,AMORTIZACION
03/31/2023 12:00:00 AM,VALLE DEL CAUCA,12119,3507,1158,16784,"$ 347,744,389,140","$ 360,858,570,216","$ 5,861,102,081",0.1346,AMORTIZACION
03/31/2023 12:00:00 AM,CALDAS,2759,867,255,3881,"$ 58,502,364,000","$ 61,186,274,693","$ 964,058,905",0.1314,AMORTIZACION
03/31/2023 12:00:00 AM,ANTIOQUIA,9905,3072,968,13945,"$ 234,887,086,629","$ 244,346,181,123","$ 3,830,977,502",0.131,AMORTIZACION
03/31/2023 12:00:00 AM,NARINO,4148,1284,376,5808,"$ 69,329,395,881","$ 71,794,059,994","$ 1,130,768,110",0.1273,AMORTIZACION
03/31/2023 12:00:00 AM,CUNDINAMARCA,7883,2182,687,10752,"$ 208,850,272,588","$ 220,873,851,805","$ 3,230,391,358",0.1243,AMORTIZACION
03/31/2023 12:00:00 AM,DISTRITO CAPITAL,35295,8854,2651,46800,"$ 1,043,122,562,867","$ 1,086,229,367,669","$ 15,060,478,908",0.1123,AMORTIZACION
03/31/2023 12:00:00 AM,SAN ANDRES,122,32,21,175,"$ 4,309,791,638","$ 4,932,765,035","$ 61,089,678",0.2248,ESTUDIOS
03/31/2023 12:00:00 AM,SAN ANDRES,114,55,36,205,"$ 3,297,245,777","$ 4,227,869,593","$ 121,704,591",0.2621,AMORTIZACION
03/31/2023 12:00:00 AM,SIN INFORMACION,1,0,0,1,"$ 6,855","$ 6,934",$ 0,0,ESTUDIOS
03/31/2023 12:00:00 AM,VAUPES,19,2,0,21,"$ 311,601,446","$ 348,411,856","$ 164,684",0,ESTUDIOS
06/30/2023 12:00:00 AM,BOLIVAR,12394,905,562,13861,"$ 299,143,049,685","$ 344,035,417,123","$ 1,277,246,013",0.0708,ESTUDIOS
06/30/2023 12:00:00 AM,BOLIVAR,5175,2373,1483,9031,"$ 125,669,462,031","$ 133,838,826,634","$ 4,231,097,953",0.2446,AMORTIZACION
06/30/2023 12:00:00 AM,EXTRANJERO,57,0,0,57,"$ 6,115,548,115","$ 7,332,667,428",$ 0,0,ESTUDIOS
06/30/2023 12:00:00 AM,EXTRANJERO,18,0,0,18,"$ 951,657,522","$ 967,203,427",$ 0,0,AMORTIZACION
06/30/2023 12:00:00 AM,AMAZONAS,82,9,8,99,"$ 2,468,017,583","$ 2,950,309,164","$ 31,688,156",0.1988,ESTUDIOS
06/30/2023 12:00:00 AM,VAUPES,17,4,0,21,"$ 309,295,909","$ 355,093,877","$ 2,165,746",0.156,ESTUDIOS
06/30/2023 12:00:00 AM,CASANARE,1549,219,126,1894,"$ 39,883,209,741","$ 47,761,669,216","$ 240,913,182",0.1292,ESTUDIOS
06/30/2023 12:00:00 AM,BOYACA,3485,563,288,4336,"$ 107,418,629,357","$ 130,431,248,642","$ 797,818,185",0.1289,ESTUDIOS
06/30/2023 12:00:00 AM,ARAUCA,748,117,70,935,"$ 18,789,947,584","$ 22,065,996,154","$ 137,161,611",0.1287,ESTUDIOS
06/30/2023 12:00:00 AM,CHOCO,323,39,33,395,"$ 8,935,176,452","$ 10,217,903,721","$ 55,434,203",0.1257,ESTUDIOS
06/30/2023 12:00:00 AM,ATLANTICO,18592,2435,1695,22722,"$ 587,449,311,682","$ 681,929,055,377","$ 3,883,394,860",0.1107,ESTUDIOS
06/30/2023 12:00:00 AM,GUAINIA,17,1,2,20,"$ 378,208,039","$ 440,010,404","$ 8,917,225",0.1044,ESTUDIOS
06/30/2023 12:00:00 AM,RISARALDA,1872,230,103,2205,"$ 45,990,892,121","$ 55,163,260,174","$ 297,383,929",0.1008,ESTUDIOS
06/30/2023 12:00:00 AM,VICHADA,42,3,4,49,"$ 820,329,375","$ 944,038,680","$ 5,127,967",0.0993,ESTUDIOS
06/30/2023 12:00:00 AM,SANTANDER,6497,798,466,7761,"$ 189,509,092,073","$ 226,363,344,641","$ 1,117,600,401",0.0974,ESTUDIOS
06/30/2023 12:00:00 AM,VALLE DEL CAUCA,11950,1582,696,14228,"$ 393,075,840,363","$ 479,064,908,503","$ 2,206,465,543",0.0956,ESTUDIOS
06/30/2023 12:00:00 AM,META,2685,302,191,3178,"$ 75,826,935,564","$ 89,048,194,459","$ 412,587,958",0.095,ESTUDIOS
06/30/2023 12:00:00 AM,DISTRITO CAPITAL,33314,4104,1773,39191,"$ 1,153,871,751,809","$ 1,411,669,803,307","$ 6,898,724,522",0.0864,ESTUDIOS
06/30/2023 12:00:00 AM,MAGDALENA,4669,401,314,5384,"$ 121,472,394,505","$ 139,465,063,938","$ 721,653,984",0.084,ESTUDIOS
06/30/2023 12:00:00 AM,CAUCA,1837,193,89,2119,"$ 44,023,551,403","$ 51,476,273,810","$ 203,367,422",0.0817,ESTUDIOS
06/30/2023 12:00:00 AM,NORTE DE SANTANDER,2649,302,179,3130,"$ 79,523,507,763","$ 93,648,716,935","$ 388,142,096",0.08,ESTUDIOS
06/30/2023 12:00:00 AM,LA GUAJIRA,3286,314,271,3871,"$ 111,926,015,608","$ 127,795,831,837","$ 485,276,902",0.0782,ESTUDIOS
06/30/2023 12:00:00 AM,CALDAS,1895,214,106,2215,"$ 46,894,004,558","$ 56,755,311,574","$ 250,832,851",0.0752,ESTUDIOS
06/30/2023 12:00:00 AM,TOLIMA,2674,299,139,3112,"$ 69,728,137,473","$ 83,239,667,579","$ 307,668,058",0.0731,ESTUDIOS
06/30/2023 12:00:00 AM,QUINDIO,1291,133,63,1487,"$ 30,222,361,839","$ 37,007,191,149","$ 142,604,631",0.0723,ESTUDIOS
06/30/2023 12:00:00 AM,CUNDINAMARCA,10157,904,391,11452,"$ 273,501,938,677","$ 330,849,827,170","$ 1,448,967,958",0.0713,ESTUDIOS
06/30/2023 12:00:00 AM,ANTIOQUIA,10698,1055,483,12236,"$ 278,016,238,487","$ 344,863,832,445","$ 1,398,280,314",0.0688,ESTUDIOS
06/30/2023 12:00:00 AM,CESAR,4697,379,242,5318,"$ 126,048,204,757","$ 143,786,650,523","$ 512,816,731",0.0678,ESTUDIOS
06/30/2023 12:00:00 AM,HUILA,2159,215,104,2478,"$ 56,019,180,523","$ 65,837,984,068","$ 273,348,971",0.0671,ESTUDIOS
06/30/2023 12:00:00 AM,GUAVIARE,258,29,14,301,"$ 5,923,255,939","$ 6,830,651,623","$ 25,981,185",0.0635,ESTUDIOS
06/30/2023 12:00:00 AM,NARINO,5339,482,193,6014,"$ 118,522,696,572","$ 137,471,995,534","$ 379,260,133",0.0606,ESTUDIOS
06/30/2023 12:00:00 AM,PUTUMAYO,936,81,42,1059,"$ 19,745,563,421","$ 22,937,163,390","$ 67,049,153",0.059,ESTUDIOS
06/30/2023 12:00:00 AM,CORDOBA,18351,1028,525,19904,"$ 416,246,875,372","$ 473,364,618,420","$ 1,192,290,272",0.0544,ESTUDIOS
06/30/2023 12:00:00 AM,CAQUETA,544,48,20,612,"$ 13,752,258,002","$ 15,911,193,768","$ 47,543,892",0.0473,ESTUDIOS
06/30/2023 12:00:00 AM,SUCRE,15797,688,511,16996,"$ 338,227,361,452","$ 385,144,812,929","$ 827,070,562",0.0407,ESTUDIOS
06/30/2023 12:00:00 AM,VAUPES,2,1,1,4,"$ 81,517,611","$ 84,085,660","$ 4,760,016",0.6416,AMORTIZACION
06/30/2023 12:00:00 AM,AMAZONAS,94,50,28,172,"$ 3,053,374,896","$ 3,322,602,409","$ 98,365,782",0.327,AMORTIZACION
06/30/2023 12:00:00 AM,LA GUAJIRA,922,450,294,1666,"$ 35,567,596,815","$ 39,400,091,361","$ 1,313,417,295",0.292,AMORTIZACION
06/30/2023 12:00:00 AM,VICHADA,20,8,8,36,"$ 546,521,348","$ 577,425,211","$ 19,846,893",0.2779,AMORTIZACION
06/30/2023 12:00:00 AM,GUAINIA,29,17,13,59,"$ 743,336,128","$ 802,754,588","$ 25,819,262",0.2715,AMORTIZACION
06/30/2023 12:00:00 AM,SUCRE,4202,2218,1428,7848,"$ 102,355,560,472","$ 107,629,054,002","$ 3,653,528,311",0.2626,AMORTIZACION
06/30/2023 12:00:00 AM,PUTUMAYO,1156,484,261,1901,"$ 20,683,542,974","$ 22,418,459,822","$ 678,177,475",0.2451,AMORTIZACION
06/30/2023 12:00:00 AM,MAGDALENA,1700,836,431,2967,"$ 50,581,442,610","$ 53,737,131,687","$ 1,530,397,362",0.239,AMORTIZACION
06/30/2023 12:00:00 AM,ARAUCA,926,347,172,1445,"$ 16,575,753,784","$ 17,364,810,995","$ 477,270,018",0.2286,AMORTIZACION
06/30/2023 12:00:00 AM,CORDOBA,5117,2374,1385,8876,"$ 138,087,936,428","$ 145,303,928,786","$ 4,017,534,550",0.2283,AMORTIZACION
06/30/2023 12:00:00 AM,CASANARE,1511,598,242,2351,"$ 30,623,880,586","$ 33,103,017,799","$ 833,087,332",0.2117,AMORTIZACION
06/30/2023 12:00:00 AM,ATLANTICO,10954,4436,2213,17603,"$ 373,366,010,014","$ 391,047,845,602","$ 9,371,859,677",0.2106,AMORTIZACION
06/30/2023 12:00:00 AM,CHOCO,107,41,26,174,"$ 2,044,737,159","$ 2,174,176,592","$ 60,972,538",0.2096,AMORTIZACION
06/30/2023 12:00:00 AM,CESAR,1283,564,289,2136,"$ 36,484,798,232","$ 39,008,920,844","$ 983,803,368",0.2042,AMORTIZACION
06/30/2023 12:00:00 AM,GUAVIARE,194,87,28,309,"$ 3,227,424,619","$ 3,337,594,370","$ 75,356,642",0.1995,AMORTIZACION
06/30/2023 12:00:00 AM,CAUCA,2918,986,413,4317,"$ 49,635,470,392","$ 52,417,528,160","$ 1,158,626,943",0.191,AMORTIZACION
06/30/2023 12:00:00 AM,META,2231,873,379,3483,"$ 50,990,284,818","$ 53,157,044,225","$ 1,262,476,518",0.1859,AMORTIZACION
06/30/2023 12:00:00 AM,CAQUETA,789,264,112,1165,"$ 10,621,126,628","$ 11,013,014,373","$ 229,812,033",0.1819,AMORTIZACION
06/30/2023 12:00:00 AM,BOYACA,3635,1185,494,5314,"$ 94,114,664,275","$ 99,135,624,618","$ 1,926,606,653",0.1799,AMORTIZACION
06/30/2023 12:00:00 AM,NORTE DE SANTANDER,3164,1093,486,4743,"$ 67,397,067,789","$ 70,719,458,116","$ 1,525,084,374",0.179,AMORTIZACION
06/30/2023 12:00:00 AM,RISARALDA,2984,901,356,4241,"$ 56,215,781,054","$ 59,261,097,531","$ 1,181,826,477",0.1699,AMORTIZACION
06/30/2023 12:00:00 AM,HUILA,2287,782,283,3352,"$ 45,749,988,160","$ 49,002,652,614","$ 970,221,075",0.1685,AMORTIZACION
06/30/2023 12:00:00 AM,TOLIMA,3438,1073,476,4987,"$ 66,736,662,727","$ 69,433,100,923","$ 1,338,495,580",0.162,AMORTIZACION
06/30/2023 12:00:00 AM,NARINO,4199,1220,449,5868,"$ 72,852,905,250","$ 75,767,151,860","$ 1,329,235,762",0.1516,AMORTIZACION
06/30/2023 12:00:00 AM,SANTANDER,7706,2491,912,11109,"$ 186,423,224,618","$ 196,372,350,066","$ 3,507,568,579",0.1504,AMORTIZACION
06/30/2023 12:00:00 AM,ANTIOQUIA,9834,3084,1063,13981,"$ 245,767,194,434","$ 255,896,266,885","$ 4,155,266,301",0.1472,AMORTIZACION
06/30/2023 12:00:00 AM,QUINDIO,1834,532,200,2566,"$ 36,156,430,096","$ 37,514,321,140","$ 665,850,798",0.1441,AMORTIZACION
06/30/2023 12:00:00 AM,VALLE DEL CAUCA,12200,3333,1315,16848,"$ 363,714,175,235","$ 378,209,456,189","$ 6,101,744,554",0.1435,AMORTIZACION
06/30/2023 12:00:00 AM,CUNDINAMARCA,7988,2047,835,10870,"$ 219,822,082,686","$ 232,600,731,665","$ 3,584,691,573",0.1373,AMORTIZACION
